DISTRICT,YEAR,SECTOR,SAFETY,S_RACE_AFRICAN_AMERICAN,S_RACE_ASIAN_AMERICAN,S_RACE_HISPANIC,S_RACE_WHITE,S_RACE_OTHER,S_AGE_LOW,S_AGE_MEDIUM,S_AGE_HIGH,S_SEX_FEMALE,S_SEX_MALE,S_EDUCATION_LOW,S_EDUCATION_MEDIUM,S_EDUCATION_HIGH,S_INCOME_LOW,S_INCOME_MEDIUM,S_INCOME_HIGH,TRUST,T_RACE_AFRICAN_AMERICAN,T_RACE_ASIAN_AMERICAN,T_RACE_HISPANIC,T_RACE_WHITE,T_RACE_OTHER,T_AGE_LOW,T_AGE_MEDIUM,T_AGE_HIGH,T_SEX_FEMALE,T_SEX_MALE,T_EDUCATION_LOW,T_EDUCATION_MEDIUM,T_EDUCATION_HIGH,T_INCOME_LOW,T_INCOME_MEDIUM,T_INCOME_HIGH,T_LISTEN,T_LISTEN_RACE_AFRICAN_AMERICAN,T_LISTEN_RACE_ASIAN_AMERICAN,T_LISTEN_RACE_HISPANIC,T_LISTEN_RACE_WHITE,T_LISTEN_RACE_OTHER,T_LISTEN_AGE_LOW,T_LISTEN_AGE_MEDIUM,T_LISTEN_AGE_HIGH,T_LISTEN_SEX_FEMALE,T_LISTEN_SEX_MALE,T_LISTEN_EDUCATION_LOW,T_LISTEN_EDUCATION_MEDIUM,T_LISTEN_EDUCATION_HIGH,T_LISTEN_INCOME_LOW,T_LISTEN_INCOME_MEDIUM,T_LISTEN_INCOME_HIGH,T_RESPECT,T_RESPECT_RACE_AFRICAN_AMERICAN,T_RESPECT_RACE_ASIAN_AMERICAN,T_RESPECT_RACE_HISPANIC,T_RESPECT_RACE_WHITE,T_RESPECT_RACE_OTHER,T_RESPECT_AGE_LOW,T_RESPECT_AGE_MEDIUM,T_RESPECT_AGE_HIGH,T_RESPECT_SEX_FEMALE,T_RESPECT_SEX_MALE,T_RESPECT_EDUCATION_LOW,T_RESPECT_EDUCATION_MEDIUM,T_RESPECT_EDUCATION_HIGH,T_RESPECT_INCOME_LOW,T_RESPECT_INCOME_MEDIUM,T_RESPECT_INCOME_HIGH
2.0,2022,220.0,57.12104166666666,55.885625000000005,54.474583333333335,54.46770833333333,62.06729166666667,61.348749999999995,57.053125,53.51083333333333,58.47291666666666,55.614374999999995,58.887499999999996,52.32583333333333,58.83625,65.02979166666667,53.432291666666664,56.84625,64.45208333333333,56.15,53.67291666666667,53.95583333333334,58.92395833333333,57.87083333333334,53.93354166666666,53.12041666666667,56.94645833333333,59.93666666666667,54.18145833333333,56.911458333333336,51.719166666666666,55.57895833333333,68.88979166666667,52.564166666666665,53.55229166666667,69.47625000000001,55.52770833333333,53.45041666666666,52.141875,58.23916666666667,56.140208333333334,51.880833333333335,53.21083333333333,56.216874999999995,58.5425,53.21333333333333,56.67645833333333,50.97145833333334,55.04958333333334,68.14166666666667,51.70333333333334,52.324375,71.32020833333333,56.774375,53.89333333333334,55.771458333333335,59.609375,59.60041666666667,55.98541666666667,53.03104166666666,57.67583333333334,61.330000000000005,55.150625,57.148125,52.46666666666667,56.107499999999995,69.63708333333334,53.42541666666667,54.78062499999999,67.63229166666666
2.0,2023,220.0,59.3975,57.46395833333333,64.47895833333332,59.12583333333333,66.78020833333333,59.99229166666667,58.100208333333335,60.31666666666666,57.2925,57.34729166666667,62.16083333333333,57.594166666666666,58.16354166666667,66.30395833333334,55.64541666666667,59.208958333333335,68.3125,57.43604166666666,55.41291666666667,60.20416666666667,59.494375,64.04541666666667,56.035,55.32958333333334,59.35166666666667,58.31020833333333,56.3025,58.831250000000004,55.433125,57.3675,62.24520833333333,55.17666666666667,55.59604166666667,67.214375,56.098958333333336,54.251666666666665,58.643750000000004,57.98416666666666,62.23708333333334,54.00145833333334,54.55916666666667,58.33833333333334,56.48208333333333,54.83375,57.805625,54.80458333333333,55.83229166666666,60.81604166666667,53.46604166666666,54.114583333333336,66.78375,58.77375,56.572916666666664,61.763958333333335,61.005625,65.85479166666667,58.07020833333333,56.09979166666667,60.364583333333336,60.13729166666667,57.77041666666667,59.85666666666666,56.062083333333334,58.90291666666667,63.67416666666667,56.88604166666667,57.07833333333334,67.64520833333334
3.0,2018,320.0,56.817499999999995,55.26895833333333,56.55270833333333,57.16833333333333,64.82583333333334,63.744791666666664,53.545208333333335,56.25354166666667,60.37916666666666,54.11708333333333,62.60583333333333,55.30125,55.78275,62.664750000000005,54.17274999999999,59.399,58.887,50.44166666666666,48.59604166666667,53.26833333333334,54.62437499999999,61.686041666666675,54.309583333333336,47.548541666666665,49.745625,53.498124999999995,50.54354166666667,51.56333333333333,52.689,48.26025,50.417,48.581,50.7805,59.5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2019,320.0,50.25666666666667,48.409166666666664,58.68354166666666,54.25208333333333,58.880625,56.439166666666665,56.79624999999999,48.068125,51.92250000000001,50.043125,51.056041666666665,47.51791666666667,50.00395833333334,53.4625,48.39854166666667,49.98354166666667,56.569375,49.092083333333335,47.4375,63.876666666666665,58.82479166666667,60.12562500000001,45.685,45.70395833333333,45.14458333333334,53.00729166666667,48.370625,50.93895833333334,51.27020833333333,48.060624999999995,52.740833333333335,49.486250000000005,46.40979166666667,63.43020833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,2020,320.0,50.941875,48.88270833333333,50.815625000000004,56.013958333333335,62.09729166666667,46.952708333333334,58.65479166666666,45.488125,50.84312499999999,51.79750000000001,51.66958333333333,52.99229166666667,47.891875,56.805625,50.84916666666667,48.952708333333334,56.16833333333333,48.84166666666667,46.255625,65.61520833333334,64.21979166666667,65.57354166666667,54.386041666666664,56.36270833333333,44.58916666666667,49.428333333333335,47.81604166666667,48.084375,53.384375,46.51083333333333,50.98895833333333,48.67104166666667,45.470416666666665,61.93,44.68535714285714,43.26678571428572,60.271428571428565,59.729285714285716,63.300714285714285,57.27499999999999,49.36785714285714,36.95142857142857,45.638214285714284,43.33857142857143,43.01285714285715,51.221428571428575,42.79678571428571,46.706785714285715,46.44892857142857,40.025,56.98607142857143,48.42714285714286,45.87392857142857,64.49571428571429,66.43821428571428,67.93107142857143,61.51607142857143,58.39357142857143,41.94642857142857,49.597500000000004,48.5875,47.12,49.07571428571429,46.84214285714285,55.112857142857145,47.24071428571428,45.12535714285714,64.975
3.0,2021,320.0,47.50625,47.59,47.49875,44.924791666666664,52.20375000000001,57.166666666666664,43.790625,48.088125,50.03333333333333,48.43270833333333,49.30708333333333,42.157291666666666,48.65416666666667,54.817708333333336,45.47270833333334,48.9,52.30375,48.641875,47.005833333333335,60.490208333333335,55.41166666666667,60.98666666666667,59.52666666666667,49.15645833333334,45.575625,56.19125,47.95729166666666,49.861875,45.35041666666667,51.40354166666666,50.93812500000001,45.46395833333333,47.45395833333333,59.706041666666664,46.449375,44.51416666666666,59.548750000000005,53.915416666666665,59.73020833333334,56.13520833333334,46.60395833333333,43.81645833333334,54.09458333333333,45.86708333333333,47.86541666666667,43.01541666666666,49.35125,48.76791666666667,43.10583333333333,45.773125,55.75333333333333,50.83479166666667,49.499583333333334,61.432291666666664,56.90875,62.241875,62.918125,51.71083333333333,47.33479166666667,58.28791666666667,50.04895833333333,51.858958333333334,47.68687499999999,53.45520833333333,53.108125,47.821666666666665,49.13625,63.65895833333334
3.0,2022,320.0,50.35270833333333,50.00125,64.10416666666667,47.182291666666664,56.00833333333333,53.525625,52.545625,46.29770833333333,50.899166666666666,50.61270833333333,49.26458333333333,49.627916666666664,51.31916666666667,53.37229166666666,49.01208333333333,51.72416666666666,54.86333333333334,50.76083333333333,50.37562500000001,61.442499999999995,51.789375,54.61166666666667,45.331041666666664,50.889375,48.059374999999996,54.75604166666667,50.836875,49.21270833333333,50.05125,50.09,59.95729166666666,50.173125,48.99604166666666,61.00895833333333,49.91,49.88583333333333,60.18333333333334,51.237291666666664,53.155833333333334,43.26645833333333,49.93208333333333,46.2825,53.651250000000005,50.41354166666667,47.96625,49.01458333333333,49.447291666666665,59.05895833333333,49.671875,47.80104166666666,59.63270833333333,51.611041666666665,50.86375,62.70083333333333,52.340833333333336,56.06666666666666,47.39666666666667,51.84916666666667,49.838125,55.861875,51.25958333333333,50.45979166666667,51.08770833333333,50.732708333333335,60.85520833333334,50.675000000000004,50.190625000000004,62.385625000000005
3.0,2023,320.0,52.805625,51.63333333333333,64.10416666666667,51.77541666666667,64.88,58.122083333333336,54.07729166666667,48.0975,57.17416666666667,53.356875,51.257083333333334,49.897708333333334,54.37437499999999,60.828125,49.985625,54.31125,65.088125,50.63708333333333,48.425625,60.22270833333334,58.51583333333334,60.40270833333333,54.983958333333334,50.854166666666664,48.623333333333335,55.577708333333334,52.385,47.606458333333336,48.1875,51.166041666666665,60.576458333333335,49.755208333333336,49.71541666666667,63.34770833333334,51.051874999999995,48.85791666666666,61.47291666666666,60.177708333333335,59.81125,53.86354166666666,52.02375,48.855,55.30166666666667,52.46395833333333,48.653124999999996,48.812916666666666,51.773125,58.64125000000001,50.890625,49.69625,61.604166666666664,50.2225,47.99520833333333,58.97208333333333,56.854166666666664,60.994791666666664,56.10520833333334,49.68395833333333,48.39208333333334,55.85458333333333,52.30520833333333,46.56125,47.56479166666667,50.55895833333333,62.513749999999995,48.619375,49.73520833333333,65.09208333333333
4.0,2018,420.0,56.203125,56.039375,59.88958333333333,55.026875,61.090624999999996,53.286249999999995,52.99854166666666,55.33083333333334,58.532916666666665,53.92583333333334,58.788333333333334,54.398,56.91825,56.9775,56.240750000000006,55.91725,61.634,52.923541666666665,48.73541666666667,60.46958333333333,58.125,59.58375,51.84479166666667,48.734791666666666,53.721875000000004,54.98583333333334,49.980625,55.25125,55.35125000000001,52.062,45.60625,50.717,52.37949999999999,55.8995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,2019,420.0,52.26354166666667,53.644375,60.979166666666664,51.72895833333333,57.20729166666666,49.90020833333333,44.52729166666666,53.58583333333333,53.90270833333333,52.583333333333336,52.309583333333336,50.400416666666665,52.18625,58.621874999999996,49.291666666666664,54.25833333333333,60.26,53.34125,52.888749999999995,67.76666666666667,53.45041666666666,62.888749999999995,45.7425,43.062083333333334,51.90562499999999,57.20104166666667,54.274375,53.66854166666667,55.17124999999999,52.65,58.546875,50.24729166666666,54.699999999999996,63.54604166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
